REEF_ID,REEF_NAME,A_SECTOR,SHELF,LAT,LON,SITE_LAT,SITE_LON,SITE_NO,TRANSECT_NO,REPORT_YEAR,COVER,DISTURBANCE,COTS,STORM,BLEACHING,DISEASE,C,S,B,D,BENT_CLUST,CLUSTER,CONNECTEDNESS,AREA,RST,RSTY,HC,HC_1,HERB,HERB2,iZONE,sZONE,PFp,PFs,PFt,PFsum
16049S,GREEN ISLAND REEF,CA,I,-16.77,145.97,-16.77,145.9736,3,5,2011,18,N,0,0,0,0,0,0,0,0,4,CL1,3.47,35.45,GREEN ISLAND REEF_3_5,GREEN ISLAND REEF_3_5_2011,18,-999,25,17,1,1,0.0189142,0.231868,0.319664,0.5704462
16049S,GREEN ISLAND REEF,CA,I,-16.77,145.97,-16.77,145.9736,3,5,2012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,CL1,3.47,35.45,GREEN ISLAND REEF_3_5,GREEN ISLAND REEF_3_5_2012,-999,18,0,-999,1,1,0.0189142,0.231868,0.319664,0.5704462
16049S,GREEN ISLAND REEF,CA,I,-16.77,145.97,-16.77,145.9736,3,5,2013,0.5,C,1,0,0,0,0.551,11,0,0,4,CL1,3.47,35.45,GREEN ISLAND REEF_3_5,GREEN ISLAND REEF_3_5_2013,0.5,-999,54,30,1,1,0.0189142,0.231868,0.319664,0.5704462
16049S,GREEN ISLAND REEF,CA,I,-16.77,145.97,-16.77,145.9736,3,5,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,CL1,3.47,35.45,GREEN ISLAND REEF_3_5,GREEN ISLAND REEF_3_5_2014,-999,0.5,0,-999,1,1,0.0189142,0.231868,0.319664,0.5704462
16049S,GREEN ISLAND REEF,CA,I,-16.77,145.97,-16.77,145.9736,3,5,2015,2,N,0,0,0,0,0,0,0,0,4,CL1,3.47,35.45,GREEN ISLAND REEF_3_5,GREEN ISLAND REEF_3_5_2015,2,-999,66,23,1,1,0.0189142,0.231868,0.319664,0.5704462
16049S,GREEN ISLAND REEF,CA,I,-16.77,145.97,-16.77,145.9736,3,5,2016,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,CL1,3.47,35.45,GREEN ISLAND REEF_3_5,GREEN ISLAND REEF_3_5_2015,-999,2,-999,-999,1,1,0.0189142,0.231868,0.319664,0.5704462
16049S,GREEN ISLAND REEF,CA,I,-16.77,145.97,-16.77,145.9736,3,5,2017,1.5,N,0,0,0,0,0,0,0,0,4,CL1,3.47,35.45,GREEN ISLAND REEF_3_5,GREEN ISLAND REEF_3_5_2015,1.5,-999,-999,57,1,1,0.0189142,0.231868,0.319664,0.5704462
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,1995,40.56,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_1995,40.56,-999,11,9,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,1996,49.27,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_1996,49.27,40.56,18,17,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,1997,52.31,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_1997,52.31,49.27,8,7,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,1998,47.74,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_1998,47.74,52.31,18,17,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,1999,44.33,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_1999,44.33,47.74,17,15,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,2000,18.58,M,0,0,0,0,0.511,1.5,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_2000,18.58,44.33,13,12,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,2001,13.61,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_2001,13.61,18.58,7,7,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,2002,26.32,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_2002,26.32,13.61,32,29,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,2003,21.54,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_2003,21.54,26.32,11,11,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,2004,22.11,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_2004,22.11,21.54,21,17,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,2005,36.22,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_2005,36.22,22.11,10,8,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,2006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_2006,-999,36.22,0,-999,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,2007,35.5,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_2007,35.5,-999,13,11,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,2008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_2008,-999,35.5,0,-999,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,2009,57,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_2009,57,-999,3,3,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,2010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_2010,-999,57,0,-999,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,2011,51.5,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_2011,51.5,-999,15,15,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,2012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_2012,-999,51.5,0,-999,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,2013,62.5,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_2013,62.5,-999,16,13,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_2014,-999,62.5,0,-999,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,2015,30.65,C,1,0,0,0,0.23,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_2015,30.65,-999,2,1,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,2016,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_2015,-999,30.65,-999,-999,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,1,2017,18,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_1,FITZROY ISLAND REEF_1_1_2015,18,-999,-999,10,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,1995,41.82,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_1995,41.82,-999,13,14,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,1996,47.24,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_1996,47.24,41.82,15,15,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,1997,54.31,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_1997,54.31,47.24,6,6,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,1998,47.5,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_1998,47.5,54.31,12,9,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,1999,53,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_1999,53,47.5,8,11,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,2000,17.01,M,0,0,0,0,0.511,1.5,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_2000,17.01,53,17,19,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,2001,34.36,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_2001,34.36,17.01,11,13,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,2002,31.44,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_2002,31.44,34.36,9,10,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,2003,25.5,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_2003,25.5,31.44,7,9,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,2004,38,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_2004,38,25.5,24,23,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,2005,53.3,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_2005,53.3,38,15,13,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,2006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_2006,-999,53.3,0,-999,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,2007,51.5,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_2007,51.5,-999,9,10,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,2008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_2008,-999,51.5,0,-999,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,2009,37.5,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_2009,37.5,-999,15,16,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,2010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_2010,-999,37.5,0,-999,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,2011,50,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_2011,50,-999,7,8,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,2012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_2012,-999,50,0,-999,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,2013,54,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_2013,54,-999,12,15,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_2014,-999,54,0,-999,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,2015,34.17,C,1,0,0,0,0.23,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_2015,34.17,-999,8,8,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,2016,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_2015,-999,34.17,-999,-999,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,2,2017,16.5,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_2,FITZROY ISLAND REEF_1_2_2015,16.5,-999,-999,4,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,1995,24.52,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_1995,24.52,-999,16,20,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,1996,30,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_1996,30,24.52,12,23,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,1997,35.5,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_1997,35.5,30,3,9,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,1998,28.14,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_1998,28.14,35.5,15,22,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,1999,34,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_1999,34,28.14,18,20,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,2000,16.5,M,0,0,0,0,0.511,1.5,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_2000,16.5,34,24,28,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,2001,7.18,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_2001,7.18,16.5,11,19,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,2002,17,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_2002,17,7.18,7,10,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,2003,10.5,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_2003,10.5,17,8,8,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,2004,16.92,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_2004,16.92,10.5,18,19,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,2005,23,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_2005,23,16.92,13,16,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,2006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_2006,-999,23,0,-999,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,2007,35.5,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_2007,35.5,-999,10,15,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,2008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_2008,-999,35.5,0,-999,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,2009,26.5,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_2009,26.5,-999,3,6,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,2010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_2010,-999,26.5,0,-999,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,2011,30.5,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_2011,30.5,-999,12,18,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,2012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_2012,-999,30.5,0,-999,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,2013,23,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_2013,23,-999,14,17,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_2014,-999,23,0,-999,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,2015,10,C,1,0,0,0,0.23,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_2015,10,-999,11,10,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,2016,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_2015,-999,10,-999,-999,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,3,2017,14,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_3,FITZROY ISLAND REEF_1_3_2015,14,-999,-999,11,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,4,1995,26.86,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_4,FITZROY ISLAND REEF_1_4_1995,26.86,-999,27,28,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,4,1996,35.05,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_4,FITZROY ISLAND REEF_1_4_1996,35.05,26.86,11,21,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,4,1997,35.75,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_4,FITZROY ISLAND REEF_1_4_1997,35.75,35.05,11,15,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,4,1998,22,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_4,FITZROY ISLAND REEF_1_4_1998,22,35.75,18,18,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,4,1999,30,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_4,FITZROY ISLAND REEF_1_4_1999,30,22,23,25,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,4,2000,6.15,M,0,0,0,0,0.511,1.5,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_4,FITZROY ISLAND REEF_1_4_2000,6.15,30,16,23,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,4,2001,8.65,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_4,FITZROY ISLAND REEF_1_4_2001,8.65,6.15,11,11,0,0,0.0189032,0.397498,0.360418,0.7768192
16054S,FITZROY ISLAND REEF,CA,I,-16.92,145.99,-16.9232,145.9931,1,4,2002,7.5,N,0,0,0,0,0,0,0,0,5,CL1,1.35,0.16,FITZROY ISLAND REEF_1_4,FITZROY ISLAND REEF_1_4_2002,7.5,8.65,11,13,0,0,0.0189032,0.397498,0.360418,0.7768192
